"customer_id","explanation"
"SYNID0100356642","Risk decreased by: num_abm, num_transactions, num_eft."
"SYNID0100356683","Risk decreased by: num_transactions, num_card, num_abm."
"SYNID0100356999","Risk decreased by: total_amount, num_wire, num_abm."
"SYNID0100357129","Risk decreased by: max_amount, income, num_cheque."
"SYNID0100357286","Risk decreased by: num_cheque, num_transactions, num_abm."
"SYNID0100357510","Risk decreased by: num_transactions, num_eft, num_wire."
"SYNID0100357770","Risk decreased by: income, max_amount, num_eft."
"SYNID0100358305","Risk decreased by: num_eft, num_cheque, max_amount."
"SYNID0100358355","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100358975","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0100359093","Risk decreased by: total_amount, income, num_wire."
"SYNID0100359095","Risk decreased by: total_amount, std_amount, avg_amount."
"SYNID0100359143","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100359176","Risk decreased by: num_transactions, num_abm, num_card."
"SYNID0100359528","Risk decreased by: income, num_transactions, num_card."
"SYNID0100360547","Risk decreased by: income, num_eft, num_transactions."
"SYNID0100360968","Risk increased by: total_amount, income, num_wire."
"SYNID0100361244","Risk decreased by: num_eft, income, max_amount."
"SYNID0100361694","Risk decreased by: num_abm, total_amount, num_emt."
"SYNID0100362193","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100362446","Risk decreased by: total_amount, num_transactions, num_card."
"SYNID0100364337","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0100364759","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0100365241","Risk decreased by: num_transactions, num_emt, num_card."
"SYNID0100365301","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100365393","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100365494","Risk decreased by: num_transactions, total_amount, num_abm."
"SYNID0100365544","Risk decreased by: num_cheque, num_abm, max_amount."
"SYNID0100365642","Risk decreased by: num_transactions, num_eft, num_abm."
"SYNID0100365660","Risk decreased by: total_amount, num_transactions, num_abm."
"SYNID0100365729","Risk decreased by: income, num_cheque, max_amount."
"SYNID0100365749","Risk decreased by: income, num_eft, total_amount."
"SYNID0100366099","Risk decreased by: num_transactions, num_cheque, num_eft."
"SYNID0100366377","Risk decreased by: income, total_amount, num_emt."
"SYNID0100366403","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100366749","Risk decreased by: num_cheque, num_emt, num_abm."
"SYNID0100366955","Risk decreased by: max_amount, num_transactions, num_abm."
"SYNID0100367316","Risk decreased by: num_cheque, total_amount, num_wire."
"SYNID0100367412","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100367562","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100367580","Risk decreased by: num_cheque, num_abm, num_emt."
"SYNID0100367925","Risk decreased by: num_cheque, num_eft, avg_amount."
"SYNID0100368130","Risk decreased by: num_eft, num_transactions, num_cheque."
"SYNID0100368342","Risk decreased by: total_amount, max_amount, std_amount."
"SYNID0100368792","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100368936","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100369092","Risk decreased by: num_eft, num_transactions, num_abm."
"SYNID0100369134","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0100369246","Risk decreased by: total_amount, num_abm, num_cheque."
"SYNID0100369364","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100370194","Risk decreased by: total_amount, std_amount, max_amount."
"SYNID0100370613","Risk decreased by: num_emt, max_amount, num_wire."
"SYNID0100370785","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100371039","Risk decreased by: num_abm, num_cheque, num_eft."
"SYNID0100371243","Risk decreased by: num_eft, num_emt, num_transactions."
"SYNID0100371244","Risk decreased by: num_transactions, total_amount, num_card."
"SYNID0100371515","Risk decreased by: num_transactions, num_emt, num_wire."
"SYNID0100371542","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100371692","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0100371697","Risk decreased by: max_amount, num_eft, num_transactions."
"SYNID0100371909","Risk decreased by: income, num_westernunion, num_eft."
"SYNID0100372397","Risk decreased by: num_eft, num_abm, num_emt."
"SYNID0100372759","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0100372813","Risk decreased by: num_transactions, num_cheque, num_eft."
"SYNID0100372872","Risk increased by: total_amount, income, num_abm."
"SYNID0100373388","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0100373720","Risk decreased by: income, total_amount, num_transactions."
"SYNID0100373749","Risk decreased by: max_amount, num_cheque, num_eft."
"SYNID0100374502","Risk decreased by: num_eft, num_transactions, num_card."
"SYNID0100374565","Risk decreased by: num_cheque, num_emt, avg_amount."
"SYNID0100374657","Risk decreased by: num_transactions, num_abm, num_eft."
"SYNID0100374661","Risk decreased by: income, total_amount, num_wire."
"SYNID0100374679","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0100375092","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100375143","Risk decreased by: num_cheque, num_eft, total_amount."
"SYNID0100375223","Risk decreased by: total_amount, num_cheque, num_wire."
"SYNID0100375477","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100375848","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100375934","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100375958","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100376012","Risk decreased by: total_amount, income, num_wire."
"SYNID0100376108","Risk decreased by: num_transactions, num_eft, max_amount."
"SYNID0100376205","Risk decreased by: total_amount, num_cheque, num_transactions."
"SYNID0100376242","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100376334","Risk decreased by: num_eft, num_cheque, max_amount."
"SYNID0100376354","Risk decreased by: num_eft, num_transactions, num_emt."
"SYNID0100376374","Risk decreased by: num_emt, max_amount, std_amount."
"SYNID0100376808","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100377017","Risk decreased by: total_amount, num_cheque, std_amount."
"SYNID0100377087","Risk decreased by: num_transactions, num_wire, num_card."
"SYNID0100377906","Risk decreased by: num_eft, max_amount, avg_amount."
"SYNID0100377966","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100378002","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0100378097","Risk decreased by: max_amount, std_amount, num_cheque."
"SYNID0100378470","Risk decreased by: num_eft, num_transactions, income."
"SYNID0100378481","Risk decreased by: num_abm, total_amount, num_eft."
"SYNID0100378708","Risk decreased by: num_cheque, num_transactions, max_amount."
"SYNID0100378964","Risk decreased by: num_transactions, num_cheque, num_abm."
"SYNID0100379074","Risk decreased by: total_amount, num_eft, num_abm."
"SYNID0100379398","Risk decreased by: income, num_cheque, num_eft."
"SYNID0100379412","Risk decreased by: num_abm, num_transactions, num_card."
"SYNID0100379496","Risk decreased by: num_emt, num_transactions, num_wire."
"SYNID0100380091","Risk decreased by: num_abm, num_transactions, num_emt."
"SYNID0100380638","Risk decreased by: max_amount, num_transactions, num_eft."
"SYNID0100380646","Risk decreased by: income, num_cheque, num_transactions."
"SYNID0100380935","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100381358","Risk decreased by: income, num_eft, num_abm."
"SYNID0100381917","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100382621","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0100382629","Risk decreased by: num_eft, max_amount, num_wire."
"SYNID0100382658","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0100383314","Risk decreased by: num_cheque, total_amount, num_transactions."
"SYNID0100383570","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0100384090","Risk decreased by: max_amount, num_abm, num_transactions."
"SYNID0100384103","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100384265","Risk decreased by: total_amount, num_wire, avg_amount."
"SYNID0100384385","Risk decreased by: num_eft, num_emt, max_amount."
"SYNID0100384927","Risk decreased by: max_amount, std_amount, num_eft."
"SYNID0100385053","Risk decreased by: num_eft, total_amount, num_wire."
"SYNID0100385478","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0100385714","Risk decreased by: income, total_amount, num_transactions."
"SYNID0100385771","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0100385953","Risk decreased by: total_amount, num_wire, num_abm."
"SYNID0100386484","Risk decreased by: num_cheque, num_transactions, max_amount."
"SYNID0100386505","Risk decreased by: income, num_abm, num_emt."
"SYNID0100386508","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100386703","Risk decreased by: num_eft, max_amount, avg_amount."
"SYNID0100386720","Risk decreased by: num_cheque, num_transactions, num_wire."
"SYNID0100386740","Risk decreased by: num_transactions, total_amount, income."
"SYNID0100387080","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0100387102","Risk decreased by: total_amount, num_cheque, num_wire."
"SYNID0100387126","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0100387453","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100387633","Risk decreased by: num_transactions, total_amount, num_card."
"SYNID0100387893","Risk decreased by: income, num_cheque, total_amount."
"SYNID0100388382","Risk decreased by: total_amount, std_amount, num_wire."
"SYNID0100388513","Risk decreased by: num_transactions, num_wire, num_card."
"SYNID0100388667","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0100388685","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100389059","Risk decreased by: num_eft, num_cheque, num_abm."
"SYNID0100389438","Risk decreased by: num_cheque, num_eft, num_abm."
"SYNID0100389463","Risk decreased by: num_cheque, income, max_amount."
"SYNID0100389720","Risk decreased by: num_eft, num_cheque, num_wire."
"SYNID0100389763","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100390015","Risk decreased by: num_cheque, max_amount, income."
"SYNID0100390123","Risk decreased by: total_amount, num_cheque, num_emt."
"SYNID0100390277","Risk decreased by: num_cheque, max_amount, num_emt."
"SYNID0100390364","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0100390834","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0100391035","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100391559","Risk decreased by: num_transactions, total_amount, num_card."
"SYNID0100392034","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100392099","Risk decreased by: num_transactions, max_amount, num_eft."
"SYNID0100392522","Risk decreased by: num_eft, income, num_transactions."
"SYNID0100392794","Risk decreased by: total_amount, income, num_wire."
"SYNID0100392808","Risk decreased by: total_amount, num_abm, max_amount."
"SYNID0100392981","Risk decreased by: num_cheque, total_amount, max_amount."
"SYNID0100393015","Risk decreased by: income, num_eft, max_amount."
"SYNID0100393404","Risk decreased by: max_amount, num_abm, std_amount."
"SYNID0100393585","Risk decreased by: income, num_transactions, num_eft."
"SYNID0100393636","Risk decreased by: total_amount, income, num_wire."
"SYNID0100393643","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100393755","Risk decreased by: num_transactions, num_emt, max_amount."
"SYNID0100393899","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0100393912","Risk decreased by: num_eft, num_wire, max_amount."
"SYNID0100393942","Risk decreased by: num_eft, num_transactions, num_emt."
"SYNID0100394277","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100394302","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0100394550","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100394740","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0100395177","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100395188","Risk decreased by: income, total_amount, num_wire."
"SYNID0100395260","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0100396047","Risk decreased by: income, num_emt, num_transactions."
"SYNID0100396091","Risk decreased by: income, total_amount, num_wire."
"SYNID0100396181","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0100396297","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100396477","Risk decreased by: num_cheque, num_emt, max_amount."
"SYNID0100396495","Risk decreased by: num_abm, num_emt, num_transactions."
"SYNID0100396669","Risk decreased by: max_amount, num_transactions, num_cheque."
"SYNID0100396784","Risk decreased by: total_amount, num_wire, num_cheque."
"SYNID0100397157","Risk decreased by: income, num_cheque, total_amount."
"SYNID0100397393","Risk decreased by: income, num_eft, num_transactions."
"SYNID0100397396","Risk increased by: total_amount, num_wire, income."
"SYNID0100397713","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100398150","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100398505","Risk decreased by: income, total_amount, num_wire."
"SYNID0100398692","Risk decreased by: num_eft, income, max_amount."
"SYNID0100398725","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100398757","Risk decreased by: num_transactions, num_eft, num_abm."
"SYNID0100399311","Risk decreased by: total_amount, num_transactions, num_card."
"SYNID0100399703","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0100399860","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0100400112","Risk decreased by: num_eft, max_amount, num_emt."
"SYNID0100400458","Risk decreased by: max_amount, num_emt, std_amount."
"SYNID0100400652","Risk decreased by: num_eft, max_amount, income."
"SYNID0100400812","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0100400916","Risk decreased by: max_amount, num_eft, num_emt."
"SYNID0100400964","Risk decreased by: num_cheque, num_eft, total_amount."
"SYNID0100401548","Risk decreased by: num_transactions, max_amount, num_card."
"SYNID0100401860","Risk decreased by: income, num_emt, num_transactions."
"SYNID0100402046","Risk decreased by: num_cheque, num_transactions, num_abm."
"SYNID0100402094","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100402524","Risk increased by: total_amount, income, num_cheque."
"SYNID0100402780","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100402801","Risk decreased by: income, num_eft, max_amount."
"SYNID0100402892","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0100403026","Risk decreased by: max_amount, std_amount, num_cheque."
"SYNID0100403163","Risk decreased by: num_emt, num_transactions, num_wire."
"SYNID0100403345","Risk decreased by: total_amount, income, num_wire."
"SYNID0100403530","Risk decreased by: num_transactions, num_eft, num_cheque."
"SYNID0100403533","Risk decreased by: income, total_amount, num_transactions."
"SYNID0100403665","Risk decreased by: num_eft, num_emt, num_transactions."
"SYNID0100403673","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0100403724","Risk decreased by: income, total_amount, num_wire."
"SYNID0100403990","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0100404099","Risk decreased by: total_amount, num_cheque, num_abm."
"SYNID0100404162","Risk decreased by: total_amount, std_amount, avg_amount."
"SYNID0100404279","Risk decreased by: num_eft, total_amount, num_wire."
"SYNID0100404361","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100404406","Risk decreased by: total_amount, income, num_wire."
"SYNID0100404560","Risk decreased by: num_transactions, num_abm, num_wire."
"SYNID0100404675","Risk decreased by: num_cheque, max_amount, num_transactions."
"SYNID0100404717","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0100404720","Risk decreased by: income, num_cheque, num_transactions."
"SYNID0100404724","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100404771","Risk decreased by: num_transactions, income, max_amount."
"SYNID0100404804","Risk decreased by: total_amount, avg_amount, num_debit."
"SYNID0100405020","Risk decreased by: num_transactions, income, num_cheque."
"SYNID0100405362","Risk decreased by: num_emt, num_wire, avg_amount."
"SYNID0100405376","Risk decreased by: income, total_amount, num_emt."
"SYNID0100405497","Risk decreased by: max_amount, num_transactions, num_eft."
"SYNID0100406318","Risk decreased by: max_amount, std_amount, num_westernunion."
"SYNID0100406330","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100406492","Risk decreased by: income, total_amount, num_eft."
"SYNID0100406960","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100407182","Risk decreased by: income, num_eft, num_abm."
"SYNID0100407739","Risk decreased by: income, num_transactions, num_emt."
"SYNID0100407826","Risk decreased by: income, num_cheque, total_amount."
"SYNID0100408290","Risk decreased by: total_amount, num_cheque, num_wire."
"SYNID0100408549","Risk decreased by: income, num_transactions, num_emt."
"SYNID0100408833","Risk decreased by: total_amount, avg_amount, num_wire."
"SYNID0100409032","Risk decreased by: max_amount, num_cheque, num_eft."
"SYNID0100409319","Risk decreased by: income, num_cheque, num_eft."
"SYNID0100409419","Risk decreased by: max_amount, num_abm, num_emt."
"SYNID0100409853","Risk decreased by: num_eft, num_abm, avg_amount."
"SYNID0100409968","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0100410242","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0100410245","Risk decreased by: income, num_cheque, num_eft."
"SYNID0100410365","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100410367","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0100410511","Risk decreased by: income, num_cheque, num_transactions."
"SYNID0100411149","Risk decreased by: num_emt, num_transactions, num_wire."
"SYNID0100412390","Risk decreased by: max_amount, num_cheque, num_transactions."
"SYNID0100412411","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100412436","Risk decreased by: max_amount, num_transactions, num_emt."
"SYNID0100412888","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100413736","Risk decreased by: num_transactions, num_cheque, num_card."
"SYNID0100413868","Risk decreased by: num_eft, num_abm, num_transactions."
"SYNID0100414307","Risk decreased by: total_amount, num_eft, avg_amount."
"SYNID0100414433","Risk decreased by: max_amount, std_amount, num_abm."
"SYNID0100414588","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100414812","Risk decreased by: income, num_emt, num_cheque."
"SYNID0100414984","Risk decreased by: num_eft, num_wire, max_amount."
"SYNID0100415067","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0100415696","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0100415827","Risk increased by: total_amount, income, num_westernunion."
"SYNID0100415867","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100416121","Risk decreased by: max_amount, std_amount, num_transactions."
"SYNID0100416473","Risk decreased by: num_eft, num_transactions, num_cheque."
"SYNID0100416496","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0100416613","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100417225","Risk decreased by: total_amount, num_abm, num_emt."
"SYNID0100417468","Risk decreased by: num_eft, num_transactions, num_cheque."
"SYNID0100417593","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0100417682","Risk decreased by: num_transactions, max_amount, num_abm."
"SYNID0100417723","Risk decreased by: max_amount, num_eft, num_cheque."
"SYNID0100417825","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0100417899","Risk decreased by: num_transactions, num_eft, max_amount."
"SYNID0100417934","Risk decreased by: income, total_amount, num_wire."
"SYNID0100417936","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0100417937","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100418202","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0100418342","Risk decreased by: max_amount, income, std_amount."
"SYNID0100418422","Risk decreased by: total_amount, income, num_wire."
"SYNID0100418591","Risk decreased by: income, num_emt, max_amount."
"SYNID0100418620","Risk decreased by: income, num_cheque, total_amount."
"SYNID0100418640","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100418737","Risk decreased by: total_amount, income, num_eft."
"SYNID0100418911","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0100419310","Risk decreased by: income, num_eft, max_amount."
"SYNID0100419552","Risk decreased by: total_amount, income, num_wire."
"SYNID0100419725","Risk decreased by: num_emt, num_eft, num_transactions."
"SYNID0100419743","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100419759","Risk decreased by: total_amount, num_transactions, income."
"SYNID0100419773","Risk decreased by: num_cheque, num_transactions, max_amount."
"SYNID0100419970","Risk decreased by: num_cheque, num_transactions, total_amount."
"SYNID0100420111","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100420628","Risk decreased by: total_amount, num_cheque, num_abm."
"SYNID0100420734","Risk decreased by: max_amount, std_amount, num_transactions."
"SYNID0100420954","Risk decreased by: total_amount, num_wire, avg_amount."
"SYNID0100421278","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0100421337","Risk decreased by: num_abm, num_eft, num_transactions."
"SYNID0100421577","Risk decreased by: income, total_amount, num_wire."
"SYNID0100421763","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0100422073","Risk decreased by: num_eft, num_abm, num_transactions."
"SYNID0100422448","Risk increased by: total_amount, income, num_cheque."
"SYNID0100422820","Risk decreased by: income, num_transactions, num_abm."
"SYNID0100422966","Risk decreased by: total_amount, num_emt, max_amount."
"SYNID0100423003","Risk decreased by: max_amount, num_transactions, num_emt."
"SYNID0100423549","Risk decreased by: total_amount, max_amount, num_abm."
"SYNID0100423633","Risk decreased by: num_eft, income, num_wire."
"SYNID0100423692","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0100423988","Risk decreased by: num_cheque, max_amount, std_amount."
"SYNID0100424034","Risk decreased by: num_eft, income, num_abm."
"SYNID0100424182","Risk decreased by: max_amount, std_amount, num_cheque."
"SYNID0100424531","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0100424550","Risk decreased by: num_emt, num_wire, num_debit."
"SYNID0100425054","Risk decreased by: total_amount, num_transactions, num_card."
"SYNID0100425336","Risk decreased by: num_emt, num_eft, num_transactions."
"SYNID0100425455","Risk decreased by: num_emt, num_wire, avg_amount."
"SYNID0100425912","Risk decreased by: num_transactions, num_abm, num_card."
"SYNID0100426056","Risk decreased by: income, num_abm, num_wire."
"SYNID0100426118","Risk decreased by: num_transactions, max_amount, num_card."
"SYNID0100426558","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0100427293","Risk decreased by: income, num_eft, num_transactions."
"SYNID0100427310","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0100427813","Risk decreased by: num_cheque, num_abm, num_wire."
"SYNID0100427985","Risk decreased by: income, num_eft, num_emt."
"SYNID0100428023","Risk decreased by: income, num_abm, max_amount."
"SYNID0100428462","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0100428728","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100429081","Risk decreased by: num_cheque, total_amount, max_amount."
"SYNID0100429444","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100429457","Risk decreased by: num_transactions, num_emt, num_wire."
"SYNID0100429479","Risk decreased by: num_eft, num_cheque, num_transactions."
"SYNID0100429512","Risk decreased by: income, total_amount, num_eft."
"SYNID0100429697","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0100429937","Risk decreased by: num_eft, total_amount, max_amount."
"SYNID0100429982","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100430116","Risk decreased by: num_transactions, num_westernunion, num_card."
"SYNID0100430175","Risk decreased by: num_eft, num_wire, num_cheque."
"SYNID0100430499","Risk decreased by: income, num_eft, num_transactions."
"SYNID0100430666","Risk decreased by: num_eft, num_transactions, income."
"SYNID0100430730","Risk decreased by: num_transactions, num_abm, num_eft."
"SYNID0100430953","Risk decreased by: num_eft, max_amount, num_wire."
"SYNID0100431037","Risk decreased by: income, total_amount, num_transactions."
"SYNID0100431377","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0100431893","Risk decreased by: max_amount, num_eft, num_transactions."
"SYNID0100431920","Risk decreased by: income, num_eft, num_wire."
"SYNID0100432033","Risk decreased by: num_cheque, num_abm, max_amount."
"SYNID0100432250","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0100432356","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0100432533","Risk decreased by: num_transactions, num_abm, num_card."
"SYNID0100432892","Risk decreased by: max_amount, std_amount, num_abm."
"SYNID0100433123","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100433355","Risk decreased by: num_abm, num_eft, num_wire."
"SYNID0100433615","Risk decreased by: max_amount, num_cheque, num_abm."
"SYNID0100433987","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100434697","Risk decreased by: num_abm, income, num_eft."
"SYNID0100434905","Risk decreased by: income, total_amount, num_wire."
"SYNID0100435211","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100435498","Risk decreased by: num_eft, total_amount, max_amount."
"SYNID0100436045","Risk decreased by: max_amount, std_amount, num_eft."
"SYNID0100436202","Risk decreased by: income, total_amount, num_emt."
"SYNID0100436238","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0100436406","Risk decreased by: num_transactions, num_wire, num_card."
"SYNID0100436534","Risk decreased by: max_amount, std_amount, num_emt."
"SYNID0100436578","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100436610","Risk decreased by: max_amount, total_amount, num_eft."
"SYNID0100436694","Risk decreased by: total_amount, income, num_abm."
"SYNID0100436733","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100437078","Risk decreased by: num_transactions, num_eft, income."
"SYNID0100437385","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0100437426","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0100437529","Risk decreased by: income, num_eft, num_transactions."
"SYNID0100437762","Risk decreased by: income, total_amount, num_eft."
"SYNID0100438065","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0100438264","Risk decreased by: num_emt, num_wire, num_debit."
"SYNID0100438273","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0100438359","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100438391","Risk decreased by: num_eft, num_abm, num_wire."
"SYNID0100438486","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100438631","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0100438633","Risk decreased by: num_abm, total_amount, num_wire."
"SYNID0100438656","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0100438746","Risk decreased by: max_amount, std_amount, num_cheque."
"SYNID0100438784","Risk decreased by: income, num_eft, num_transactions."
"SYNID0100438979","Risk decreased by: max_amount, std_amount, num_eft."
"SYNID0100439178","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0100439428","Risk decreased by: num_emt, max_amount, num_eft."
"SYNID0100439654","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0100439786","Risk decreased by: max_amount, num_cheque, num_emt."
"SYNID0100439918","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0100440193","Risk decreased by: num_eft, total_amount, num_wire."
"SYNID0100441011","Risk decreased by: total_amount, num_cheque, num_abm."
"SYNID0100441332","Risk decreased by: num_transactions, num_emt, num_card."
"SYNID0100441785","Risk decreased by: income, num_westernunion, num_eft."
"SYNID0100441817","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0100442017","Risk decreased by: income, num_eft, num_westernunion."
"SYNID0100442168","Risk decreased by: income, num_eft, num_abm."
"SYNID0100442603","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0100442880","Risk decreased by: num_transactions, num_abm, num_card."
"SYNID0100443126","Risk decreased by: num_transactions, total_amount, num_card."
"SYNID0100443229","Risk decreased by: num_transactions, max_amount, num_abm."
"SYNID0100443361","Risk decreased by: num_transactions, num_abm, max_amount."
"SYNID0100443421","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0100444267","Risk decreased by: num_wire, num_abm, std_amount."
"SYNID0100444303","Risk decreased by: num_eft, num_abm, num_wire."
"SYNID0100444404","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0100444412","Risk decreased by: num_cheque, num_eft, avg_amount."
"SYNID0100444682","Risk decreased by: total_amount, num_abm, num_wire."
