transaction_id,customer_id,amount_cad,debit_credit,transaction_datetime
2411173069500706,SYNID0200224400,38432.51,C,2024-11-17
2411177779446410,SYNID0104709305,1290648.12,C,2024-11-17
2411171939802802,SYNID0200719853,282.52,C,2024-11-17
2411178944310473,SYNID0200491109,15014.77,C,2024-11-17
2411177113378028,SYNID0200639063,2841.38,C,2024-11-17
2411170872441370,SYNID0200939175,5800.7,D,2024-11-17
2411173201816536,SYNID0200096768,27.92,C,2024-11-17
2411177689553332,SYNID0200567030,262.31,C,2024-11-17
2411174637790458,SYNID0200567030,34675.06,C,2024-11-17
2411179750939971,SYNID0200639063,9540.58,D,2024-11-17
2411179702263379,SYNID0200045450,17331.37,C,2024-11-17
2411170480349640,SYNID0200045450,619160.26,C,2024-11-17
2411177828731183,SYNID0200020394,11610.53,C,2024-11-17
2411174381287757,SYNID0200549766,1060.58,C,2024-11-17
2411179071453050,SYNID0200917657,4564.96,D,2024-11-17
2411171809242316,SYNID0200443853,10923.76,C,2024-11-17
2411172618780635,SYNID0200567030,8261.51,C,2024-11-17
2411171874314699,SYNID0108665432,350.05,C,2024-11-17
2411172894285184,SYNID0200500850,46406.14,C,2024-11-17
2411172077174700,SYNID0200428569,4706.09,C,2024-11-17
2411174543489085,SYNID0200917657,718.88,D,2024-11-17
2411173261281080,SYNID0200523887,7877.76,C,2024-11-17
2411173191343774,SYNID0200639789,72435.37,C,2024-11-17
2411176765759907,SYNID0200188183,56025.46,C,2024-11-17
2411171039953717,SYNID0200806649,83531.33,D,2024-11-17
2411176659986777,SYNID0200961090,7169.98,C,2024-11-17
2411174003686579,SYNID0101959303,113.01,C,2024-11-17
2411171775622702,SYNID0103070426,2147.69,C,2024-11-17
2411173666613673,SYNID0200005824,273.75,C,2024-11-17
2411176991410169,SYNID0102790574,246.76,C,2024-11-17
2411170911644218,SYNID0200956622,33003.92,D,2024-11-17
2411172503424242,SYNID0200838627,3689.03,C,2024-11-17
2411176251278170,SYNID0200973678,9215.95,C,2024-11-17
2411178967576103,SYNID0200448205,3502.33,C,2024-11-17
2411177409568570,SYNID0200025229,54911.35,D,2024-11-17
2411171724387261,SYNID0104023781,5373.3,C,2024-11-17
2411174124340838,SYNID0200531195,68457.2,C,2024-11-17
2411170411919457,SYNID0101149828,8701.41,C,2024-11-17
2411173707004500,SYNID0108153913,1413.05,C,2024-11-17
2411178317423098,SYNID0101898186,4834.32,D,2024-11-17
2411177086563425,SYNID0109633879,11818.07,C,2024-11-17
2411175016908714,SYNID0200494373,11986.13,D,2024-11-17
2411177079972859,SYNID0106012458,91964.62,C,2024-11-17
2411174020331250,SYNID0200903625,108071.86,C,2024-11-17
2411171858440743,SYNID0104037098,8322.45,C,2024-11-17
2411171799417993,SYNID0105924462,953.03,C,2024-11-17
2411176745497224,SYNID0200494373,14319.85,C,2024-11-17
2411188665198290,SYNID0200127739,2983.83,C,2024-11-18
2411184542467545,SYNID0200719853,15645.03,C,2024-11-18
2411186379963837,SYNID0100146469,368.34,C,2024-11-18
2411184371716965,SYNID0101452404,1675.12,C,2024-11-18
2411181013386037,SYNID0108052570,2418.09,D,2024-11-18
2411187461119190,SYNID0200155033,13965.93,C,2024-11-18
2411180669964156,SYNID0104583503,565.9,C,2024-11-18
2411188275464418,SYNID0106907403,214445.95,D,2024-11-18
2411181452279905,SYNID0109129873,544.03,C,2024-11-18
2411188853021995,SYNID0105356230,9455.87,C,2024-11-18
2411185536096594,SYNID0106273226,6417.31,C,2024-11-18
2411188586567081,SYNID0200188183,19672.38,C,2024-11-18
2411185092005032,SYNID0105624869,6348.08,C,2024-11-18
2411187512611205,SYNID0106522184,2463.19,C,2024-11-18
2411187071179812,SYNID0108654878,161.75,C,2024-11-18
2411186294119040,SYNID0200917657,3016.59,D,2024-11-18
2411181261400581,SYNID0100625482,21449.02,C,2024-11-18
2411189149831562,SYNID0107028005,551.29,C,2024-11-18
2411181308826065,SYNID0200155033,52420.24,D,2024-11-18
2411182668622398,SYNID0200428876,71901.37,D,2024-11-18
2411182985451228,SYNID0105433226,5412.8,C,2024-11-18
2411181891777993,SYNID0200367458,26240.89,C,2024-11-18
2411183783366129,SYNID0200222868,5866.66,D,2024-11-18
2411182045192040,SYNID0200280209,35971.12,C,2024-11-18
2411181147147781,SYNID0100677804,23961.37,C,2024-11-18
2411189084634702,SYNID0200639063,24913.14,D,2024-11-18
2411180544903557,SYNID0107753276,1507.49,C,2024-11-18
2411188750772819,SYNID0200262883,98517.1,C,2024-11-18
2411186968087223,SYNID0200917657,3519.89,D,2024-11-18
2411188818109032,SYNID0200614177,113.9,C,2024-11-18
2411184423494610,SYNID0200528443,13839.0,D,2024-11-18
2411188166203684,SYNID0200917657,687.45,D,2024-11-18
2411180547985619,SYNID0200775121,3541.46,C,2024-11-18
2411181842492984,SYNID0200494373,13247.27,C,2024-11-18
2411183336265546,SYNID0200786688,7196.66,C,2024-11-18
2411182546830020,SYNID0200917657,862.64,D,2024-11-18
2411187789426871,SYNID0100270587,588.13,C,2024-11-18
2411184255039811,SYNID0101544246,36846.65,C,2024-11-18
2411188737982720,SYNID0200458593,15324.52,D,2024-11-18
2411187417826479,SYNID0103720179,352.0,C,2024-11-18
2411188888097056,SYNID0103163112,537.78,C,2024-11-18
2411180177561630,SYNID0107416875,738.14,C,2024-11-18
2411187556016723,SYNID0200354978,166776.79,D,2024-11-18
2411189401669243,SYNID0200772368,14158.84,C,2024-11-18
2411186096867404,SYNID0200372731,39624.51,D,2024-11-18
2411184313293025,SYNID0200568279,1098.16,D,2024-11-18
2411189245579430,SYNID0200379812,797.58,C,2024-11-18
2411189994936025,SYNID0200428876,1360.15,D,2024-11-18
2411187066960983,SYNID0200917657,1744.09,D,2024-11-18
2411189787887789,SYNID0200017800,100629.82,D,2024-11-18
2411183349891987,SYNID0103145370,6751.43,C,2024-11-18
2411188960092224,SYNID0107250446,20678.75,C,2024-11-18
2411187059932260,SYNID0102193695,298.7,C,2024-11-18
2411187539778340,SYNID0100068662,54.98,C,2024-11-18
2411188870139621,SYNID0100576971,361867.65,C,2024-11-18
2411182959078295,SYNID0101361349,47906.06,C,2024-11-18
2411184941013597,SYNID0102490473,27780.9,C,2024-11-18
2411187497513130,SYNID0105372285,12337.5,D,2024-11-18
2411181628798442,SYNID0106049320,142.69,C,2024-11-18
2411183713807117,SYNID0106318963,2391.69,C,2024-11-18
2411182721048847,SYNID0100806041,1625.47,C,2024-11-18
2411182306289269,SYNID0109737906,3099.8,C,2024-11-18
2411190787626572,SYNID0100397396,1715.6,C,2024-11-19
2411197009811971,SYNID0200494373,31030.34,C,2024-11-19
2411191362956548,SYNID0106027687,1740.62,D,2024-11-19
2411192436581085,SYNID0106152240,4573.84,C,2024-11-19
2411207617134636,SYNID0200642224,456898.75,D,2024-11-20
2411201704074637,SYNID0101564832,389.15,C,2024-11-20
2411207593812457,SYNID0109795030,60.84,C,2024-11-20
2411200826809384,SYNID0102832300,1847.85,D,2024-11-20
2411205257762998,SYNID0100485965,4434.35,D,2024-11-20
2411205173965749,SYNID0105411519,204631.84,D,2024-11-20
2411209933803431,SYNID0103685816,59.74,C,2024-11-20
2411206590039726,SYNID0102337682,21770.46,C,2024-11-20
2411200295969788,SYNID0200917657,6933.37,D,2024-11-20
2411202453687648,SYNID0107902263,1616.71,C,2024-11-20
2411205063250358,SYNID0109770365,3110.16,C,2024-11-20
2411203024584870,SYNID0106307622,1244.81,C,2024-11-20
2411207781511489,SYNID0200488915,56322.48,D,2024-11-20
2411203586270094,SYNID0100206336,5506.4,C,2024-11-20
2411211851684542,SYNID0200642224,494.45,C,2024-11-21
2411219897657685,SYNID0200838627,95672.2,C,2024-11-21
2411213743971319,SYNID0200838627,1135.83,C,2024-11-21
2411215168691151,SYNID0200388599,7971.8,C,2024-11-21
2411210008428261,SYNID0200674036,36107.87,C,2024-11-21
2411219633979177,SYNID0105624869,767.05,C,2024-11-21
2411218823663029,SYNID0104021081,1654.88,C,2024-11-21
2411219836998389,SYNID0103482772,4305.85,C,2024-11-21
2411214897130285,SYNID0100096758,12529.78,C,2024-11-21
2411215131276261,SYNID0200668154,672.2,C,2024-11-21
2411215195563038,SYNID0105320569,276.82,D,2024-11-21
2411216635367667,SYNID0101639406,302.17,C,2024-11-21
2411212902554508,SYNID0200712128,36482.81,C,2024-11-21
2411215005868057,SYNID0200488915,10219.87,C,2024-11-21
2411215278168863,SYNID0106807286,215433.6,D,2024-11-21
2411211043281325,SYNID0200834607,8243.06,C,2024-11-21
2411218400063372,SYNID0109426336,21386.71,C,2024-11-21
2411218046953427,SYNID0107853928,1016.32,C,2024-11-21
2411210813519485,SYNID0102971030,3583.53,C,2024-11-21
2411218172322956,SYNID0107405616,3841.04,C,2024-11-21
2411219936611678,SYNID0103579993,5377.05,C,2024-11-21
2411217827871576,SYNID0200639789,814857.04,C,2024-11-21
2411215408096523,SYNID0106843919,8596.11,C,2024-11-21
2411217281730606,SYNID0108748502,212770.13,D,2024-11-21
2411210387935194,SYNID0200903625,2312.32,C,2024-11-21
2411214239511619,SYNID0102381083,821.3,C,2024-11-21
2411215520379790,SYNID0106673390,3437.0,D,2024-11-21
2411210576766578,SYNID0200837172,71131.75,C,2024-11-21
2411210017585732,SYNID0107433326,1699.54,D,2024-11-21
2411215214477591,SYNID0200639063,10663.98,C,2024-11-21
2411219189470684,SYNID0200639063,5763.59,D,2024-11-21
2411216690278032,SYNID0105332010,34403.32,C,2024-11-21
2411213245239252,SYNID0200820993,5609.29,C,2024-11-21
2411219883144339,SYNID0105563117,2173.67,C,2024-11-21
2411211884554503,SYNID0200917325,7132.02,D,2024-11-21
2411218283776215,SYNID0105473204,30217.26,C,2024-11-21
2411210697539310,SYNID0200846351,75458.86,C,2024-11-21
2411219188291445,SYNID0101353427,1058.88,C,2024-11-21
2411219706746634,SYNID0100071621,7374.95,C,2024-11-21
2411214208931926,SYNID0107558670,1113.39,C,2024-11-21
2411216632696479,SYNID0102386693,327.25,C,2024-11-21
2411217003880048,SYNID0200172422,20383.5,C,2024-11-21
2411215086048449,SYNID0102660989,217.85,C,2024-11-21
2411218016075657,SYNID0200969737,55709.76,D,2024-11-21
2411219721098535,SYNID0103409132,2081.54,C,2024-11-21
2411219968634561,SYNID0200837172,156.16,C,2024-11-21
2411218755702691,SYNID0200844910,344679.24,C,2024-11-21
2411214999656079,SYNID0200362585,35474.26,C,2024-11-21
2411216111775731,SYNID0200324957,21428.0,D,2024-11-21
2411212158591666,SYNID0200691967,10018.34,C,2024-11-21
2411218477479567,SYNID0109169639,1053.21,C,2024-11-21
2411219729702671,SYNID0101564832,7764.79,C,2024-11-21
2411218254439757,SYNID0200918446,12395.7,C,2024-11-21
2411210912720581,SYNID0102417069,41662.33,C,2024-11-21
2411217454963101,SYNID0108931521,1400.05,C,2024-11-21
2411211903895183,SYNID0200801989,54596.11,D,2024-11-21
2411210490243095,SYNID0100160928,371.38,D,2024-11-21
2411215718100644,SYNID0109914698,1.03,C,2024-11-21
2411218837242063,SYNID0100590592,7668.08,C,2024-11-21
2411212637821272,SYNID0103409132,6141.68,C,2024-11-21
2411216050309963,SYNID0108640782,2019.25,C,2024-11-21
2411216121047101,SYNID0106259675,2322.65,C,2024-11-21
2411215233496001,SYNID0102556466,40.15,C,2024-11-21
2411217102513737,SYNID0200917657,62.9,D,2024-11-21
2411211303594144,SYNID0104304567,4351.31,C,2024-11-21
2411216917684255,SYNID0200917657,5856.26,D,2024-11-21
2411214439944855,SYNID0109868775,2643.27,C,2024-11-21
2411214517386031,SYNID0107556879,3443.66,C,2024-11-21
2411216376618803,SYNID0109752565,776.73,C,2024-11-21
2411213956574922,SYNID0200647571,656.97,C,2024-11-21
2411212289848583,SYNID0200917657,1731.55,D,2024-11-21
2411212373651510,SYNID0200917657,1471.9,D,2024-11-21
2411212922932359,SYNID0200917657,1770.45,D,2024-11-21
2411214395133334,SYNID0104018422,1543.88,C,2024-11-21
2411215971207535,SYNID0200046967,23786.91,D,2024-11-21
2411212401682829,SYNID0200428876,136155.37,D,2024-11-21
2411217449003712,SYNID0200717641,3338.66,C,2024-11-21
2411219483984325,SYNID0200428876,4144.97,D,2024-11-21
2411211329499719,SYNID0200578810,102847.73,C,2024-11-21
2411213097123974,SYNID0200626539,18568.31,C,2024-11-21
2411219509124220,SYNID0108586460,22003.07,C,2024-11-21
2411217285592206,SYNID0200117107,242.1,D,2024-11-21
2411215727309570,SYNID0107364375,911.78,C,2024-11-21
2411215728372289,SYNID0200917657,151.28,D,2024-11-21
2411216960049848,SYNID0101922463,999.67,C,2024-11-21
2411217637270567,SYNID0107202671,1062.64,C,2024-11-21
2411212177856778,SYNID0101026631,24346.29,C,2024-11-21
2411216074127369,SYNID0200170062,76018.94,D,2024-11-21
2411212375986030,SYNID0106808958,8203.16,C,2024-11-21
2411211471231347,SYNID0100502066,1796.32,C,2024-11-21
2411212857612240,SYNID0106302018,5880.0,C,2024-11-21
2411219615233195,SYNID0200697291,35006.32,C,2024-11-21
2411213061672945,SYNID0200697291,756.65,D,2024-11-21
2411212089945451,SYNID0200672090,4271.96,C,2024-11-21
2411211466844889,SYNID0200572854,47868.99,C,2024-11-21
2411213660136673,SYNID0101897108,10515.65,D,2024-11-21
2411218202654708,SYNID0200917657,630.19,D,2024-11-21
2411217177529642,SYNID0200045450,608.0,C,2024-11-21
2411213864672865,SYNID0103799145,12575.12,C,2024-11-21
2411213184231870,SYNID0200917657,1721.82,D,2024-11-21
2411212464372075,SYNID0200824352,7220.39,C,2024-11-21
2411217006792201,SYNID0107565891,43.41,D,2024-11-21
2411211940280092,SYNID0200170062,2263.04,D,2024-11-21
2411217284985485,SYNID0200152600,176254.52,C,2024-11-21
2411216988594134,SYNID0200917657,3515.94,D,2024-11-21
2411210158863233,SYNID0105177595,16507.16,C,2024-11-21
2411213153787173,SYNID0105142740,1238.01,C,2024-11-21
2411218370775379,SYNID0107863340,1046.45,C,2024-11-21
2411220633489240,SYNID0200500737,8626.04,D,2024-11-22
2411228117319359,SYNID0103399695,15545.9,C,2024-11-22
2411223287692080,SYNID0200483554,855.47,C,2024-11-22
2411221469243672,SYNID0108908279,180174.39,C,2024-11-22
2411228728678985,SYNID0200154776,1429.22,C,2024-11-22
2411222020986079,SYNID0200673561,21231.4,C,2024-11-22
2411225447939305,SYNID0200685212,11469.6,D,2024-11-22
2411223860997366,SYNID0200095593,1668.48,C,2024-11-22
2411227678423664,SYNID0109482978,1244.05,C,2024-11-22
2411223011518696,SYNID0200254293,3275.53,C,2024-11-22
2411227966500276,SYNID0200281055,26696.28,D,2024-11-22
2411220470294575,SYNID0109631382,2430.54,C,2024-11-22
2411226750070323,SYNID0200152600,49669.27,D,2024-11-22
2411226530440227,SYNID0200127739,825493.92,C,2024-11-22
2411221560722755,SYNID0200045450,16926.61,D,2024-11-22
2411228275633911,SYNID0101353427,4925.53,C,2024-11-22
2411223990654048,SYNID0102294807,2613.66,C,2024-11-22
2411224226333319,SYNID0200868799,7094.86,C,2024-11-22
2411224393714330,SYNID0200192167,10721.38,C,2024-11-22
2411226986123840,SYNID0108942458,3606.25,C,2024-11-22
2411228983289207,SYNID0108261317,2618.46,C,2024-11-22
2411228734305325,SYNID0200765906,31549.34,C,2024-11-22
2411227051161794,SYNID0200640961,3818.09,D,2024-11-22
2411226569851201,SYNID0200428876,7413.69,D,2024-11-22
2411228337432211,SYNID0103467208,5201.74,C,2024-11-22
2411224165574746,SYNID0200117107,10486.18,C,2024-11-22
2411220167334814,SYNID0105240174,1120.44,D,2024-11-22
2411221550656901,SYNID0200593154,244846.08,D,2024-11-22
2411227428620471,SYNID0200917657,417.35,D,2024-11-22
2411223697657052,SYNID0101105191,11996.77,C,2024-11-22
2411227368184476,SYNID0200917657,165.33,D,2024-11-22
2411221329623282,SYNID0200917657,6291.29,D,2024-11-22
2411220927802232,SYNID0200917657,404.16,D,2024-11-22
2411226902451314,SYNID0105457439,1538.13,C,2024-11-22
2411221672946841,SYNID0200568279,444891.16,C,2024-11-22
2411224255741267,SYNID0109111384,4895.18,C,2024-11-22
2411229490712777,SYNID0107002354,1352.07,C,2024-11-22
2411221005584351,SYNID0107982669,23440.41,D,2024-11-22
2411225286001573,SYNID0109989814,96116.46,D,2024-11-22
2411223759573902,SYNID0200488915,44426.95,D,2024-11-22
2411220943675653,SYNID0104523131,18340.34,C,2024-11-22
2411227585191549,SYNID0200917657,8751.7,D,2024-11-22
2411229601631811,SYNID0200917657,2851.72,D,2024-11-22
2411223868748289,SYNID0101105191,1862.84,C,2024-11-22
2411225717170886,SYNID0108238572,3273.96,C,2024-11-22
2411224906698725,SYNID0200639063,11200.61,C,2024-11-22
2411227354168307,SYNID0200567030,18866.48,D,2024-11-22
2411229294693415,SYNID0104130602,6305.38,D,2024-11-22
2411221070822832,SYNID0200961090,2659.53,C,2024-11-22
2411222094045846,SYNID0106850334,5178.39,C,2024-11-22
2411227204861268,SYNID0200965810,1733.06,D,2024-11-22
2411228361750209,SYNID0200917657,3574.66,D,2024-11-22
2411224458939502,SYNID0104960761,3562.24,C,2024-11-22
2411228418394348,SYNID0200917657,1685.2,D,2024-11-22
2411223950585345,SYNID0105727017,3701.71,C,2024-11-22
2411224246121000,SYNID0200567030,303617.71,C,2024-11-22
2411223716196472,SYNID0100246991,315.02,C,2024-11-22
2411227169206615,SYNID0200917657,817.01,D,2024-11-22
2411234188173613,SYNID0103585257,11967.96,C,2024-11-23
2411230598225616,SYNID0108617441,309.73,D,2024-11-23
2411239249006917,SYNID0200127739,9852.06,C,2024-11-23
2411233347778731,SYNID0106907403,311.3,D,2024-11-23
2411233669262467,SYNID0104305759,8331.84,D,2024-11-23
2411234015701227,SYNID0108566202,27271.63,C,2024-11-23
2411234132183410,SYNID0100987266,1518.28,D,2024-11-23
2411230261066993,SYNID0103287506,46841.48,C,2024-11-23
2411230085379892,SYNID0107775186,1901.47,D,2024-11-23
2411233058413959,SYNID0104150009,14364.0,D,2024-11-23
2411237236052156,SYNID0200058698,20804.14,D,2024-11-23
2411238326353184,SYNID0200007635,26610.36,C,2024-11-23
2411235825574941,SYNID0105341096,18611.57,C,2024-11-23
2411236647653426,SYNID0105548347,22813.84,C,2024-11-23
2411235057944857,SYNID0106101072,240924.07,D,2024-11-23
2411233153543063,SYNID0104125413,13589.76,C,2024-11-23
2411230526740594,SYNID0102962541,970.09,C,2024-11-23
2411231870670146,SYNID0103597745,975.56,C,2024-11-23
2411234796130673,SYNID0106578062,30378.22,C,2024-11-23
2411232647297222,SYNID0106107472,12468.69,C,2024-11-23
2411234796075218,SYNID0200023676,5573.33,C,2024-11-23
2411235424586114,SYNID0200428876,10684.71,C,2024-11-23
2411236592739523,SYNID0200785989,14623.67,D,2024-11-23
2411232812845135,SYNID0104617848,314568.21,C,2024-11-23
2411238162727056,SYNID0200868799,9895.73,C,2024-11-23
2411236514452275,SYNID0200806649,17508.36,D,2024-11-23
2411238590445685,SYNID0105756256,1110.26,C,2024-11-23
2411235184781672,SYNID0200521470,11575.97,D,2024-11-23
2411231386112137,SYNID0101641713,1381.81,C,2024-11-23
2411232578929696,SYNID0106581856,3597.01,D,2024-11-23
2411237068453193,SYNID0200428876,51081.37,D,2024-11-23
2411234106469609,SYNID0200685212,50.66,C,2024-11-23
2411234478813452,SYNID0100264783,327.63,C,2024-11-23
2411236804919474,SYNID0200639063,14250.5,C,2024-11-23
2411238215571745,SYNID0106230182,350.47,C,2024-11-23
2411231180475437,SYNID0200262883,28593.22,C,2024-11-23
2411233651270315,SYNID0200262883,14068.13,C,2024-11-23
2411231878768250,SYNID0101420719,28103.59,D,2024-11-23
2411239324322178,SYNID0200483554,21591.74,C,2024-11-23
2411231897252451,SYNID0109548548,666.58,C,2024-11-23
2411237582648934,SYNID0200494373,12526.32,C,2024-11-23
2411237983484727,SYNID0200639063,15202.79,C,2024-11-23
2411236826226508,SYNID0100315248,5007.64,D,2024-11-23
2411232022983362,SYNID0103850995,14841.52,D,2024-11-23
2411232946988991,SYNID0200037052,862.03,D,2024-11-23
2411231214012609,SYNID0200037052,45772.59,C,2024-11-23
2411232751405890,SYNID0102021155,2045.06,C,2024-11-23
2411234372404353,SYNID0107851396,7438.42,C,2024-11-23
2411236363260178,SYNID0105775034,6585.34,C,2024-11-23
2411239717865739,SYNID0200639063,3500.08,D,2024-11-23
2411231722594440,SYNID0200567030,3587.76,C,2024-11-23
2411232817907984,SYNID0101454094,8826.52,D,2024-11-23
2411235603796935,SYNID0109320157,2819.43,C,2024-11-23
2411232631016602,SYNID0200917657,2152.54,D,2024-11-23
2411237901749807,SYNID0200917657,7043.61,D,2024-11-23
2411230650875414,SYNID0200096768,125.94,C,2024-11-23
2411231867339303,SYNID0200640961,25986.95,C,2024-11-23
2411232523389635,SYNID0100515757,7054.39,D,2024-11-23
2411236046965027,SYNID0200639063,10510.22,D,2024-11-23
2411239170943007,SYNID0200408886,13758.6,C,2024-11-23
2411234276656208,SYNID0106455949,3165.12,C,2024-11-23
2411232679847136,SYNID0105976167,47520.2,C,2024-11-23
2411230704188792,SYNID0200939175,1213.51,C,2024-11-23
2411230836344641,SYNID0200683183,1837.7,D,2024-11-23
2411236203939792,SYNID0105433263,34688.79,C,2024-11-23
2411232233002940,SYNID0200917657,3552.85,D,2024-11-23
2411232765730700,SYNID0109114254,11912.18,C,2024-11-23
2411240815616230,SYNID0107789398,910161.46,C,2024-11-24
2411248479882894,SYNID0200840577,2528.26,D,2024-11-24
2411243703386157,SYNID0107405616,10803.29,C,2024-11-24
2411247935675730,SYNID0200791566,2988.93,D,2024-11-24
2411241536100828,SYNID0200917657,613.29,D,2024-11-24
2411245121412429,SYNID0200174977,17926.71,C,2024-11-24
2411241306788109,SYNID0104889603,54.28,C,2024-11-24
2411245157269449,SYNID0108296875,2643.08,C,2024-11-24
2411241044476372,SYNID0100426118,4295.63,C,2024-11-24
2411242924017203,SYNID0106282109,104.98,C,2024-11-24
2411246596094824,SYNID0200621856,7623.94,C,2024-11-24
2411249501450095,SYNID0200154776,492.75,D,2024-11-24
2411242640035055,SYNID0200917657,2748.08,D,2024-11-24
2411243942903955,SYNID0200170062,54342.64,C,2024-11-24
2411240245702154,SYNID0200917657,792.28,D,2024-11-24
2411246519721850,SYNID0108931521,251576.97,D,2024-11-24
2411249493127300,SYNID0104020238,2570.36,C,2024-11-24
2411246552646386,SYNID0200639063,6350.64,C,2024-11-24
2411242805134667,SYNID0104395732,7167.9,C,2024-11-24
2411243584110753,SYNID0200639063,43572.06,D,2024-11-24
2411248914958201,SYNID0200885757,29638.82,C,2024-11-24
2411249381727139,SYNID0100243983,1545.22,D,2024-11-24
2411248838213274,SYNID0200192167,15650.4,D,2024-11-24
2411240875198502,SYNID0107704602,679.39,C,2024-11-24
2411243422626287,SYNID0200262810,394.27,C,2024-11-24
2411241723121692,SYNID0108770535,50.54,C,2024-11-24
2411240499045073,SYNID0104181118,192.67,C,2024-11-24
2411242093049077,SYNID0108999339,4646.56,C,2024-11-24
2411248767245357,SYNID0200680099,10927.17,C,2024-11-24
2411252844129155,SYNID0200744303,48694.36,D,2024-11-25
2411259514448697,SYNID0104954398,34771.99,C,2024-11-25
2411253691700705,SYNID0200464705,993.53,D,2024-11-25
2411250085945300,SYNID0105004160,402.02,C,2024-11-25
2411250355001014,SYNID0102600413,2087.88,C,2024-11-25
2411252771875228,SYNID0107173210,20588.23,D,2024-11-25
2411258409760855,SYNID0200635229,52441.65,D,2024-11-25
2411257321371686,SYNID0200936418,211866.4,C,2024-11-25
2411258060523429,SYNID0200440091,7318.98,D,2024-11-25
2411259773713850,SYNID0200917657,244.55,D,2024-11-25
2411259932982342,SYNID0100714451,4735.72,C,2024-11-25
2411259272177411,SYNID0100264783,1364.09,C,2024-11-25
2411250422584781,SYNID0200106833,357.11,D,2024-11-25
2411250035908424,SYNID0100714451,27519.26,C,2024-11-25
2411259548021624,SYNID0109770365,21202.82,C,2024-11-25
2411252046337311,SYNID0109320157,1417.22,C,2024-11-25
2411250483096511,SYNID0108617114,2759.93,C,2024-11-25
2411257392673413,SYNID0200917657,828.71,D,2024-11-25
2411252840231665,SYNID0200917657,5776.8,D,2024-11-25
2411253841390675,SYNID0106407924,13004.61,D,2024-11-25
2411256328697791,SYNID0106932899,16153.59,C,2024-11-25
2411251287979951,SYNID0200917657,3329.92,D,2024-11-25
2411259115561817,SYNID0100088611,2661.72,C,2024-11-25
2411251805136028,SYNID0108687525,5209.41,C,2024-11-25
2411258173224966,SYNID0200917657,2646.5,D,2024-11-25
2411251689060382,SYNID0104150009,48117.43,C,2024-11-25
2411259959591616,SYNID0200248965,2549.36,D,2024-11-25
2411252621886243,SYNID0200706795,204478.47,C,2024-11-25
2411259247450275,SYNID0200334610,28591.02,D,2024-11-25
2411250647362551,SYNID0200917657,713.1,D,2024-11-25
2411250772662752,SYNID0105968755,3841.13,C,2024-11-25
2411252039217523,SYNID0200155033,17481.43,C,2024-11-25
2411258991696586,SYNID0200155033,39963.61,D,2024-11-25
2411257238605838,SYNID0103595199,1412.27,D,2024-11-25
2411257722385185,SYNID0102964849,18967.7,D,2024-11-25
2411253144667072,SYNID0200108752,3534.68,D,2024-11-25
2411254297429450,SYNID0200818631,1081.79,D,2024-11-25
2411255949280800,SYNID0200108752,10988.36,D,2024-11-25
2411259808469042,SYNID0109259823,10638.89,D,2024-11-25
2411259915014065,SYNID0200917657,81.06,D,2024-11-25
2411254957162474,SYNID0200832583,28399.29,D,2024-11-25
2411258884557764,SYNID0200521470,1467.61,D,2024-11-25
2411254547918084,SYNID0109817928,2908.89,C,2024-11-25
2411258086632485,SYNID0200521470,3606.1,D,2024-11-25
2411255901757539,SYNID0103593111,5388.89,C,2024-11-25
2411250449348314,SYNID0200917657,2543.11,D,2024-11-25
2411250364872053,SYNID0103099103,3708.17,C,2024-11-25
2411257624149769,SYNID0108883110,1284.34,C,2024-11-25
2411252168678927,SYNID0200117193,833.22,D,2024-11-25
2411251127485651,SYNID0200917657,41.52,D,2024-11-25
2411254316922859,SYNID0108169762,178.04,C,2024-11-25
2411258902675598,SYNID0200991900,25258.21,C,2024-11-25
2411253380266813,SYNID0102600413,28863.38,C,2024-11-25
2411257695330794,SYNID0109162330,10241.51,C,2024-11-25
2411259550865662,SYNID0104226780,11617.99,C,2024-11-25
2411255177868096,SYNID0105818471,2006.02,C,2024-11-25
2411250270141705,SYNID0109314944,2085.32,C,2024-11-25
2411257791384080,SYNID0102750245,506.1,C,2024-11-25
2411252258266176,SYNID0200514840,27648.42,D,2024-11-25
2411252680676229,SYNID0200868532,8571.62,C,2024-11-25
2411256840850064,SYNID0200567030,7314.87,D,2024-11-25
2411258201385484,SYNID0200779733,14217.01,D,2024-11-25
2411250206979859,SYNID0200834607,2563.78,D,2024-11-25
2411254171953169,SYNID0200381116,2884.21,D,2024-11-25
2411253198796901,SYNID0108353065,1805.5,C,2024-11-25
2411250944482502,SYNID0104291648,7090.61,C,2024-11-25
2411259522006741,SYNID0107887721,1472.54,C,2024-11-25
2411250774039266,SYNID0101820104,6018.31,C,2024-11-25
2411269038877703,SYNID0102790574,1566.19,C,2024-11-26
2411269871585903,SYNID0109544038,26383.38,C,2024-11-26
2411269078260636,SYNID0200639063,326569.77,C,2024-11-26
2411264899670844,SYNID0106259675,10159.15,D,2024-11-26
2411261362475154,SYNID0105340161,2134.15,C,2024-11-26
2411260695479131,SYNID0104940989,1453.82,D,2024-11-26
2411264968743653,SYNID0104572661,9506.87,C,2024-11-26
2411265517678613,SYNID0107340625,250164.8,D,2024-11-26
2411260394731284,SYNID0109143049,3559.52,C,2024-11-26
2411268740650970,SYNID0109871361,36435.58,D,2024-11-26
2411262636315396,SYNID0107411415,26251.49,D,2024-11-26
